"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"4.0","0.0","0.25","0.0","1","6","false","Cressen","5.0","0","1","0","0.9166666666666666","false","0","Cressen","0","0.0"
"3.009433962264151","0.056064690026954175","0.3322884012539185","0.1","5","5","false","Davos","4.2","0","5","0","0.9441823899371068","false","0","Davos","1860","0.2571428571428571"
"3.7264150943396226","0.0","0.2683544303797468","0.0","1","5","false","Worm","14.0","0","1","0","0.924266247379455","false","0","Worm","0","0.0"
"2.688679245283019","0.01564439130752794","0.3719298245614035","0.3333333333333333","3","5","false","Viserys","18.666666666666668","0","3","0","0.9530922431865828","false","0","Viserys","906","0.3819444444444444"
"2.811320754716981","0.007312671807481102","0.35570469798657717","0.4","6","4","false","Rhaegar","8.666666666666666","0","6","0","0.949685534591195","false","0","Rhaegar","514","0.2833333333333333"
"3.7264150943396226","0.0","0.2683544303797468","0.0","1","5","false","Rakharo","14.0","0","1","0","0.924266247379455","false","0","Rakharo","0","0.0"
"3.7169811320754715","0.0","0.2690355329949239","1.0","2","5","false","Missandei","9.0","0","2","0","0.9245283018867924","false","0","Missandei","0","0.6428571428571429"
"3.7264150943396226","0.0","0.2683544303797468","0.0","1","5","false","Kraznys","14.0","0","1","0","0.924266247379455","false","0","Kraznys","0","0.0"
"3.4716981132075473","0.002329891127259131","0.28804347826086957","0.5333333333333333","6","5","false","Jorah","6.333333333333333","0","6","0","0.9313417190775682","false","0","Jorah","128","0.37254901960784315"
"3.7264150943396226","0.0","0.2683544303797468","0.0","1","5","false","Aegon","14.0","0","1","0","0.924266247379455","false","0","Aegon","0","0.0"
"2.7358490566037736","0.15720345212054962","0.36551724137931035","0.15384615384615385","14","4","false","Daenerys","4.357142857142857","0","14","0","0.9517819706498951","false","0","Daenerys","6270","0.15079365079365079"
"3.69811320754717","1.7969451931716083E-4","0.27040816326530615","0.6666666666666666","4","5","false","Irri","6.0","0","4","0","0.9250524109014676","false","0","Irri","4","0.42857142857142855"
"3.69811320754717","5.989817310572027E-5","0.27040816326530615","0.8333333333333334","4","5","false","Drogo","7.0","0","4","0","0.9250524109014676","false","0","Drogo","2","0.5"
"3.69811320754717","5.989817310572027E-5","0.27040816326530615","0.8333333333333334","4","5","false","Daario","7.0","0","4","0","0.9250524109014676","false","0","Daario","2","0.5"
"4.0","0.0","0.25","0.0","1","6","false","Karl","5.0","0","1","0","0.9166666666666666","false","0","Karl","0","0.0"
"3.009433962264151","0.018867924528301886","0.3322884012539185","0.6","5","5","false","Craster","11.6","0","5","0","0.9441823899371068","false","0","Craster","924","0.40714285714285714"
"2.811320754716981","9.094137867722773E-4","0.35570469798657717","0.5238095238095238","7","5","false","Varys","14.428571428571429","0","7","0","0.949685534591195","false","0","Varys","42","0.33554817275747506"
"2.688679245283019","0.0012523948930099663","0.3719298245614035","0.6","5","5","false","Shae","18.2","0","5","0","0.9530922431865828","false","0","Shae","102","0.41363636363636364"
"2.849056603773585","0.0","0.3509933774834437","1.0","4","5","false","Pycelle","21.25","0","4","0","0.9486373165618449","false","0","Pycelle","0","0.5059523809523809"
"2.7641509433962264","2.5900705642512993E-4","0.36177474402730375","0.9047619047619048","7","5","false","Meryn","18.428571428571427","0","7","0","0.9509958071278827","false","0","Meryn","24","0.40062111801242234"
"2.839622641509434","0.0","0.35215946843853824","1.0","6","5","false","Ilyn","17.666666666666668","0","6","0","0.9488993710691823","false","0","Ilyn","0","0.42063492063492064"
"2.707547169811321","0.002996853410630338","0.3693379790940766","0.6","5","5","false","Elia","19.6","0","5","0","0.9525681341719078","false","0","Elia","250","0.4311111111111111"
"2.0849056603773586","0.1026998617273264","0.4796380090497737","0.3516483516483517","14","4","false","Stannis","16.428571428571427","0","14","0","0.9698637316561844","false","0","Stannis","5038","0.195578231292517"
"1.9622641509433962","0.12672031668498","0.5096153846153846","0.2523076923076923","26","4","false","Sansa","12.5","0","26","0","0.9732704402515723","false","0","Sansa","5728","0.14204545454545456"
"3.19811320754717","6.751960581039381E-5","0.3126843657817109","0.8333333333333334","4","5","false","Roslin","9.75","0","4","0","0.9389412997903565","false","0","Roslin","8","0.4875"
"2.047169811320755","0.1269644713830151","0.48847926267281105","0.24","25","4","false","Robb","12.04","0","25","0","0.9709119496855345","false","0","Robb","6140","0.14285714285714285"
"2.5283018867924527","0.0011502139845250676","0.3955223880597015","0.7142857142857143","7","5","false","Petyr","20.714285714285715","0","7","0","0.9575471698113207","false","0","Petyr","96","0.35108958837772397"
"2.547169811320755","0.015215156305177054","0.3925925925925926","0.35555555555555557","10","5","false","Lysa","14.0","0","10","0","0.9570230607966457","false","0","Lysa","876","0.2622641509433962"
"2.981132075471698","0.0","0.33544303797468356","1.0","2","5","false","Jeyne","21.5","0","2","0","0.9449685534591195","false","0","Jeyne","0","0.7413793103448276"
"3.1792452830188678","2.4263367659594072E-4","0.31454005934718104","0.6666666666666666","3","5","false","Hoster","12.0","0","3","0","0.9394654088050315","false","0","Hoster","12","0.5217391304347826"
"2.69811320754717","0.0063172332740347534","0.3706293706293706","0.5357142857142857","8","4","false","Edmure","11.875","0","8","0","0.9528301886792454","false","0","Edmure","450","0.296875"
"2.2641509433962264","0.04890588265764754","0.44166666666666665","0.29411764705882354","18","4","false","Catelyn","12.88888888888889","0","18","0","0.9648846960167715","false","0","Catelyn","3016","0.18412698412698414"
"2.707547169811321","0.0032731813973401027","0.3693379790940766","0.6071428571428571","8","5","false","Walder","12.125","0","8","0","0.9525681341719078","false","0","Walder","222","0.303125"
"2.981132075471698","6.600525898733145E-4","0.33544303797468356","0.8","5","5","false","Lothar","10.6","0","5","0","0.9449685534591195","false","0","Lothar","64","0.3925925925925926"
"2.650943396226415","8.358985235471679E-4","0.37722419928825623","0.5","5","5","false","Podrick","19.0","0","5","0","0.9541404612159329","false","0","Podrick","74","0.3958333333333333"
"2.8962264150943398","1.0482180293501046E-4","0.34527687296416937","0.6666666666666666","4","5","false","Bronn","18.25","0","4","0","0.9473270440251572","false","0","Bronn","4","0.48026315789473684"
"2.5754716981132075","0.0015376001520469233","0.3882783882783883","0.6190476190476191","7","4","false","Brienne","18.0","0","7","0","0.9562368972746332","false","0","Brienne","114","0.33962264150943394"
"2.6792452830188678","4.717759030427494E-4","0.3732394366197183","0.8333333333333334","4","5","false","Theon","17.75","0","4","0","0.9533542976939204","false","0","Theon","36","0.3776595744680851"
"3.358490566037736","0.0","0.29775280898876405","1.0","2","6","false","Nan","8.0","0","2","0","0.9344863731656184","false","0","Nan","0","0.5714285714285714"
"2.952830188679245","0.001992256969243069","0.33865814696485624","0.7","5","5","false","Meera","12.6","0","5","0","0.9457547169811321","false","0","Meera","142","0.38181818181818183"
"3.358490566037736","0.0","0.29775280898876405","1.0","2","6","false","Luwin","8.0","0","2","0","0.9344863731656184","false","0","Luwin","0","0.5714285714285714"
"3.188679245283019","4.064518889316734E-4","0.3136094674556213","0.8333333333333334","4","6","false","Jojen","9.5","0","4","0","0.9392033542976939","false","0","Jojen","24","0.38"
"2.952830188679245","0.0021937273446681073","0.33865814696485624","0.6666666666666666","4","5","false","Hodor","12.0","0","4","0","0.9457547169811321","false","0","Hodor","194","0.4"
"4.490566037735849","0.0","0.2226890756302521","0.0","1","6","false","Illyrio","4.0","0","1","0","0.9030398322851154","false","0","Illyrio","0","0.0"
"2.6320754716981134","0.04011407489067887","0.37992831541218636","0.5333333333333333","6","4","false","Barristan","12.0","0","6","0","0.9546645702306079","false","0","Barristan","2302","0.27906976744186046"
"3.5","0.018867924528301886","0.2857142857142857","0.5","4","5","false","Belwas","6.75","0","4","0","0.9305555555555556","false","0","Belwas","922","0.43333333333333335"
"2.5660377358490565","0.0037807522915339624","0.3897058823529412","0.5","9","4","false","Loras","14.88888888888889","0","9","0","0.9564989517819706","false","0","Loras","214","0.29777777777777775"
"2.4622641509433962","6.281164805527878E-4","0.4061302681992337","0.8","6","4","false","Balon","21.666666666666668","0","6","0","0.9593815513626834","false","0","Balon","54","0.3551912568306011"
"2.7641509433962264","0.0019261823273239147","0.36177474402730375","0.8","5","4","false","Thoros","12.0","0","5","0","0.9509958071278827","false","0","Thoros","116","0.4"
"2.3962264150943398","0.01416227898715463","0.41732283464566927","0.5","13","4","false","Sandor","14.538461538461538","0","13","0","0.9612159329140462","false","0","Sandor","1096","0.25961538461538464"
"2.792452830188679","2.629599012559427E-4","0.3581081081081081","0.6666666666666666","4","5","false","Roose","17.25","0","4","0","0.95020964360587","false","0","Roose","34","0.46621621621621623"
"2.641509433962264","7.626320968639027E-4","0.3785714285714286","0.8","6","5","false","Rickon","16.666666666666668","0","6","0","0.9544025157232705","false","0","Rickon","54","0.3401360544217687"
"2.0849056603773586","0.2299646636847317","0.4796380090497737","0.15692307692307692","26","4","false","Jon","8.5","0","26","0","0.9698637316561844","false","0","Jon","10346","0.11752136752136752"
"2.2735849056603774","0.025434099443917675","0.43983402489626555","0.39215686274509803","18","4","false","Joffrey","14.555555555555555","0","18","0","0.9646226415094339","false","0","Joffrey","1954","0.2109500805152979"
"2.481132075471698","0.005879915417737235","0.4030418250950571","0.5454545454545454","12","4","false","Gregor","15.083333333333334","0","12","0","0.9588574423480084","false","0","Gregor","538","0.2693452380952381"
"3.0","0.0","0.3333333333333333","1.0","4","5","false","Gendry","10.75","0","4","0","0.9444444444444444","false","0","Gendry","0","0.5119047619047619"
"2.2547169811320753","0.02674643287824231","0.4435146443514645","0.35789473684210527","20","4","false","Cersei","13.65","0","20","0","0.9651467505241089","false","0","Cersei","2284","0.21328125"
"2.660377358490566","0.004727134574764739","0.375886524822695","0.4642857142857143","8","5","false","Brynden","13.375","0","8","0","0.9538784067085955","false","0","Brynden","338","0.2972222222222222"
"2.3773584905660377","0.06301659941786952","0.42063492063492064","0.31868131868131866","14","5","false","Bran","12.0","0","14","0","0.9617400419287212","false","0","Bran","3330","0.17647058823529413"
"2.952830188679245","6.091214266627513E-4","0.33865814696485624","0.6","6","5","false","Beric","9.166666666666666","0","6","0","0.9457547169811321","false","0","Beric","34","0.4166666666666667"
"3.0377358490566038","0.0","0.32919254658385094","1.0","2","5","false","Anguy","12.5","0","2","0","0.9433962264150944","false","0","Anguy","0","0.6578947368421053"
"2.056603773584906","0.07960711308183886","0.4862385321100917","0.3333333333333333","19","4","false","Arya","14.68421052631579","0","19","0","0.9706498951781971","false","0","Arya","4530","0.17275541795665636"
"2.830188679245283","0.01958014232946847","0.35333333333333333","0.42857142857142855","7","5","false","Oberyn","13.428571428571429","0","7","0","0.94916142557652","false","0","Oberyn","1216","0.33214285714285713"
"3.8207547169811322","0.0","0.2617283950617284","0.0","1","6","false","Amory","7.0","0","1","0","0.9216457023060796","false","0","Amory","0","0.0"
"2.792452830188679","0.007275961371756523","0.3581081081081081","0.3181818181818182","12","5","false","Mance","6.75","0","12","0","0.95020964360587","false","0","Mance","454","0.21774193548387097"
"2.9150943396226414","0.0","0.34304207119741104","1.0","3","5","false","Alliser","14.666666666666666","0","3","0","0.9468029350104822","false","0","Alliser","0","0.5238095238095238"
"2.1320754716981134","0.06553840423231061","0.4690265486725663","0.22943722943722944","22","4","false","Tywin","11.409090909090908","0","22","0","0.9685534591194968","false","0","Tywin","3630","0.16005121638924455"
"1.9528301886792452","0.19791284320277355","0.5120772946859904","0.18095238095238095","36","4","false","Tyrion","9.916666666666666","0","36","0","0.9735324947589099","false","0","Tyrion","9790","0.13288288288288289"
"2.0","0.20945238402931932","0.5","0.2875816993464052","18","3","false","Robert","14.555555555555555","0","18","0","0.9722222222222222","false","0","Robert","9776","0.16666666666666666"
"2.0849056603773586","0.09994344156136246","0.4796380090497737","0.27898550724637683","24","4","false","Jaime","12.791666666666666","0","24","0","0.9698637316561844","false","0","Jaime","5458","0.17650462962962962"
"2.547169811320755","0.0","0.3925925925925926","1.0","4","4","false","Aerys","25.0","0","4","0","0.9570230607966457","false","0","Aerys","0","0.4807692307692308"
"2.6037735849056602","0.03227262859511148","0.3840579710144928","0.23809523809523808","15","5","false","Samwell","7.533333333333333","0","15","0","0.9554507337526206","false","0","Samwell","1956","0.183739837398374"
"3.0283018867924527","5.989817310572027E-5","0.3302180685358256","0.8333333333333334","4","5","false","Grenn","12.25","0","4","0","0.9436582809224318","false","0","Grenn","2","0.4375"
"2.5660377358490565","0.004622508177397138","0.3897058823529412","0.7","5","4","false","Aemon","15.4","0","5","0","0.9564989517819706","false","0","Aemon","348","0.35"
